BMapID	ExpID	Exp Name	Year	1st Author	PubMed	Diagnosis	Stimulus Mod	Stimulus Type	Response Mod	Response Type	Instructions	Context	Paradigm	Behavior	Activation	#Subj
30031	2	Acupuncture LI 4 vs. Tactile Stimulation, Decreases	Human Brain Mapping	2000	Hui K K S	10643726	Normals	Tactile	Acupuncture, Tactile Stimulation	None	None	Attend	Normal Mapping	Acupuncture	Perception.Somesthesis	N	13
30032	1	LV1	Journal of Cognitive Neuroscience	2000	Iidaka T	10771411	Normals	Auditory, Visual	Tones, Words	Hand, Oral/Facial	Button Press, Speech	Attend, Discriminate, Encode, Recall	Normal Mapping	Divided Auditory Attention, Paired Associate Recall, Tone Monitor/Discrimination	Cognition.Attention, Cognition.Memory.Explicit	Y	12
30032	2	LV2	Journal of Cognitive Neuroscience	2000	Iidaka T	10771411	Normals	Auditory, Visual	Tones, Words	Hand, Oral/Facial	Button Press, Speech	Attend, Discriminate, Encode, Recall	Normal Mapping	Divided Auditory Attention, Paired Associate Recall, Tone Monitor/Discrimination	Cognition.Attention, Cognition.Memory.Explicit	Y	12
30032	3	LV3	Journal of Cognitive Neuroscience	2000	Iidaka T	10771411	Normals	Auditory, Visual	Tones, Words	Hand, Oral/Facial	Button Press, Speech	Attend, Discriminate, Encode, Recall	Normal Mapping	Divided Auditory Attention, Paired Associate Recall, Tone Monitor/Discrimination	Cognition.Attention, Cognition.Memory.Explicit	Y	12
30033	1	Move vs. No-Move	Experimental Brain Research	2001	Indovina I	11681302	Normals	Visual	Fixation Point	Hand, None	Button Press, None	Attend	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	9
30033	2	Move-Attend vs. No-Move	Experimental Brain Research	2001	Indovina I	11681302	Normals	Visual	Fixation Point	Hand, None	Button Press, None	Attend, Discriminate	Normal Mapping	Finger Tapping/Button Press	Action.Execution, Cognition.Attention	Y	9
30033	3	Move-Attend vs. Move	Experimental Brain Research	2001	Indovina I	11681302	Normals	Visual	Fixation Point	Hand	Button Press	Attend, Discriminate	Normal Mapping	Finger Tapping/Button Press	Action.Execution, Cognition.Attention	Y	9
30033	4	Attend vs. No-Move	Experimental Brain Research	2001	Indovina I	11681302	Normals	Visual	Fixation Point	Hand, None	Button Press, None	Attend, Discriminate	Normal Mapping	Finger Tapping/Button Press	Action.Execution, Cognition.Attention	Y	9
30034	1	Encoding vs. Reading	Journal of Cognitive Neuroscience	1996	Kapur S	8957565	Normals	Visual	Words	Oral/Facial	Speech	Encode, Read	Normal Mapping	Encoding	Cognition.Language.Semantics, Cognition.Memory.Working	Y	12
30035	1	Congruent vs. Incongruent Terminal Word Endings	NeuroImage	2002	Kiehl K A	12377158	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Syntax	Y	28
30036	1	Tone Discrimination minus Silent Baseline, Chinese Speakers	NeuroImage	2001	Klein D	11305893	Normals	Auditory, None	None, Words	Hand, None	Button Press, None	Discriminate, Passive/Rest	Normal Mapping	Phonological Discrimination	Cognition.Language.Phonology	Y	12
30036	2	Tone Discrimination minus Silent Baseline, English Speakers	NeuroImage	2001	Klein D	11305893	Normals	Auditory, None	None, Words	Hand, None	Button Press, None	Discriminate, Passive/Rest	Normal Mapping	Phonological Discrimination	Cognition.Language.Phonology	Y	12
30036	3	Chinese > English	NeuroImage	2001	Klein D	11305893	Normals	Auditory, None	None, Words	Hand, None	Button Press, None	Discriminate, Passive/Rest	Linguistic Effects	Phonological Discrimination	Cognition.Language.Phonology	Y	12
30036	4	English > Chinese	NeuroImage	2001	Klein D	11305893	Normals	Auditory, None	None, Words	Hand, None	Button Press, None	Discriminate, Passive/Rest	Linguistic Effects	Phonological Discrimination	Cognition.Language.Phonology	Y	12
30037	1	Verb Generation minus Word Repetition (Chinese words)	Neuroreport	1999	Klein D	10511450	Normals	Auditory	Words	Oral/Facial	Speech	Generate, Repeat	Normal Mapping	Word Generation (Overt)	Cognition.Language.Semantics, Cognition.Language.Speech	Y	13
30037	2	Verb Generation minus Word Repetition (English words)	Neuroreport	1999	Klein D	10511450	Normals	Auditory	Words	Oral/Facial	Speech	Generate, Repeat	Linguistic Effects	Word Generation (Overt)	Cognition.Language.Semantics, Cognition.Language.Speech	Y	13
30038	1	Clusters vs. In-Key	NeuroImage	2002	Koelsch S	12377169	Normals	Auditory	Music	Hand	Button Press	Discriminate	Normal Mapping	Music Comprehension	Cognition.Music	Y	10
30038	2	Modulation vs. In-Key	NeuroImage	2002	Koelsch S	12377169	Normals	Auditory	Music	Hand	Button Press	Discriminate	Normal Mapping	Music Comprehension	Cognition.Music	Y	10
30038	3	Deviant Instruments versus In-Key	NeuroImage	2002	Koelsch S	12377169	Normals	Auditory	Music	Hand	Button Press	Discriminate	Normal Mapping	Music Comprehension	Cognition.Music	Y	10
30039	1	Informative vs Neutral, Increases	Experimental Brain Research	1999	Koski L	10591898	Normals	Visual	Shapes	Hand	Button Press	Discriminate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	10
30039	2	Informative vs Neutral, Decreases	Experimental Brain Research	1999	Koski L	10591898	Normals	Visual	Shapes	Hand	Button Press	Discriminate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	N	10
30040	1	Visual Retrieval Highly Imaginable vs. Visual Reference	Brain	1999	Krause B J	10071054	Normals	Visual	Words	None	None	Recall, Repeat	Normal Mapping	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
30040	2	Visual Retrieval Abstract vs. Visual Reference	Brain	1999	Krause B J	10071054	Normals	Visual	Words	None	None	Recall, Repeat	Normal Mapping	Paired Associate Recall	Cognition.Memory.Explicit	N	12
30040	3	Auditory Retrieval Highly Imaginable vs. Auditory Reference	Brain	1999	Krause B J	10071054	Normals	Auditory	Words	None	None	Repeat	Normal Mapping	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
30040	4	Auditory Retrieval Abstract vs. Auditory Reference	Brain	1999	Krause B J	10071054	Normals	Auditory	Words	None	None	Recall, Repeat	Normal Mapping	Paired Associate Recall	Cognition.Memory.Explicit	N	12
30041	1	OC - NO	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Shapes	Hand	Button Press	Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30041	2	NS - NO	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Shapes	Hand	Button Press	Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30041	3	NS - OC	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Shapes	Hand	Button Press	Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30041	4	OC - FX	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Fixation Point, Shapes	Hand	Button Press	Attend, Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30041	5	NS - FX	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Fixation Point, Shapes	Hand	Button Press	Attend, Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30041	6	NO - FX	Experimental Brain Research	2002	Larsson J	11907685	Normals	Visual	Fixation Point, Shapes	Hand	Button Press	Attend, Discriminate	Normal Mapping	Visuospatial Attention	Perception.Vision.Shape	Y	7
30042	1	Digit Memory Task - Answer Correctly vs. Feign Memory Impairment	Human Brain Mapping	2002	Lee T M C	11835606	Normals	Visual	Digits	Hand	Button Press	Recall	Normal Mapping	Deception, Delayed Match to Sample	Cognition.Memory.Working, Cognition.Social Cognition, Emotion	Y	6
30042	2	Autobiographic Memory Task-Answer Correctly vs. Feign Memory Impairment	Human Brain Mapping	2002	Lee T M C	11835606	Normals	Visual	Words	Hand	Button Press	Recall	Normal Mapping	Deception, Episodic Recall	Cognition.Memory.Explicit, Cognition.Social Cognition, Emotion	Y	6
30043	1	Famous Faces > Newly-learned Faces	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Explicit	Y	11
30043	2	Newly-learned Faces > Famous Faces	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Working	Y	11
30043	3	Famous Faces > Foils	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Explicit	Y	11
30043	4	Newly-learned faces > Foils	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Working	Y	11
30043	5	Foils > Newly-learned Faces	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Working	Y	11
30043	6	Encoding > Newly-learned Faces	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Discriminate, Recall	Normal Mapping	Encoding	Cognition.Memory.Working	Y	11
30043	7	Newly-learned Faces > Encoding	Journal of Neuroscience	2000	Leveroni C L	10632617	Normals	Visual	Faces	Hand	Button Press	Discriminate, Recall	Normal Mapping	Face Monitor/Discrimination	Cognition.Memory.Working	Y	11
30044	1	Unpleasant vs. Neutral Words	Human Brain Mapping	2003	Maddock R J	12454910	Normals	Auditory	Words	None	None	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Emotion	Y	8
30044	2	Pleasant vs. Neutral Words	Human Brain Mapping	2003	Maddock R J	12454910	Normals	Auditory	Words	None	None	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Emotion	Y	8
30045	1	Right Hand > Foot	Neuroreport	2001	Mayer A R	11726800	Normals	Visual	Words	Foot, Hand	Finger Tapping, Flexion/Extension	Move	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	7
30045	2	Right Foot > Hand	Neuroreport	2001	Mayer A R	11726800	Normals	Visual	Words	Foot, Hand	Finger Tapping, Flexion/Extension	Move	Normal Mapping	Flexion/Extension	Action.Execution	Y	7
30046	1	Tactile vs. Motor Stimulation	Journal of Neurophysiology	2000	Moore C I	10899227	Normals	Auditory, Tactile	Tactile Stimulation, Tones	Hand, None	Flexion/Extension, None	Attend	Normal Mapping	Tactile Monitor/Discrimination	Perception.Somesthesis	Y	5
30047	1	Main Effects	Journal of Neurophysiology	2000	Naito E	10712490	Normals	Auditory, None, Tactile, Visual	Electricity, None, Shapes, Tones	Hand, None	Button Press, None	Detect, Passive/Rest	Normal Mapping	Tactile Monitor/Discrimination, Tone Monitor/Discrimination, Visual Distractor/Visual Attention	Perception.Audition, Perception.Somesthesis, Perception.Vision	Y	9
30047	2	Aud-RT vs. Rest	Journal of Neurophysiology	2000	Naito E	10712490	Normals	Auditory, None	None, Tones	Hand, None	Button Press, None	Detect, Passive/Rest	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	9
30047	3	Som-RT vs. Rest	Journal of Neurophysiology	2000	Naito E	10712490	Normals	None, Tactile	Electricity, None	Hand, None	Button Press, None	Detect, Passive/Rest	Normal Mapping	Tactile Monitor/Discrimination	Perception.Somesthesis	Y	9
30047	4	Vis-RT vs. Rest	Journal of Neurophysiology	2000	Naito E	10712490	Normals	None, Visual	None, Shapes	Hand, None	Button Press, None	Detect, Passive/Rest	Normal Mapping	Visual Distractor/Visual Attention	Perception.Vision	Y	9
30048	1	(LOW + ILLUSION + HIGH) vs. REST	Journal of Neuroscience	1999	Naito E	10407049	Normals	Auditory, Tactile	Vibration	None	None	Passive/Rest	Normal Mapping	Vibrotactile Monitor/Discrimination	Perception.Somesthesis	Y	9
30048	2	ILLUSION vs. REST	Journal of Neuroscience	1999	Naito E	10407049	Normals	Auditory, Tactile	Vibration	None	None	Passive/Rest	Normal Mapping	Vibrotactile Monitor/Discrimination	Perception.Somesthesis	Y	9
30048	3	(LOW + HIGH) vs. REST	Journal of Neuroscience	1999	Naito E	10407049	Normals	Auditory, Tactile	Vibration	None	None	Passive/Rest	Normal Mapping	Vibrotactile Monitor/Discrimination	Perception.Somesthesis	Y	9
30049	1	Picture Processing > Sentence Processing	Journal of Cognitive Neuroscience	2000	Nyberg L	10769313	Normals	Visual	Pictures, Words	Hand	Button Press	Encode, Recall	Normal Mapping	Cued Explicit Recognition/Recall, Encoding	Cognition.Memory.Explicit	Y	11
30049	2	Sentence Processing > Picture Processing	Journal of Cognitive Neuroscience	2000	Nyberg L	10769313	Normals	Visual	Pictures, Words	Hand	Button Press	Encode, Recall	Normal Mapping	Cued Explicit Recognition/Recall, Encoding	Cognition.Memory.Explicit	Y	11
30049	3	Encoding > Retrieval	Journal of Cognitive Neuroscience	2000	Nyberg L	10769313	Normals	Visual	Pictures, Words	Hand	Button Press	Encode, Recall	Normal Mapping	Encoding	Cognition.Memory.Explicit	Y	11
30049	4	Retrieval > Encoding	Journal of Cognitive Neuroscience	2000	Nyberg L	10769313	Normals	Visual	Pictures, Words	Hand	Button Press	Encode, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	11
30050	1	Meaning - Read	Journal of Neuroscience	1996	Nyberg L	8642418	Normals	Visual	Words	Hand	Button Press	Read, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	N	11
30050	2	Voice - Read	Journal of Neuroscience	1996	Nyberg L	8642418	Normals	Visual	Words	Hand	Button Press	Read, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	N	11
30050	3	New - Read	Journal of Neuroscience	1996	Nyberg L	8642418	Normals	Visual	Words	Hand	Button Press	Read, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	N	11
30051	1	Spatial Working Memory vs. Control	Proceedings of the National Academy of Sciences	1998	Owen A M	9636217	Normals	Visual	Shapes	Hand	Button Press	Detect, Recall	Normal Mapping	n-back	Cognition.Memory.Working	Y	6
30051	2	Nonspatial Working Memory vs. Control	Proceedings of the National Academy of Sciences	1998	Owen A M	9636217	Normals	Visual	Pictures	Hand	Button Press	Detect, Recall	Normal Mapping	n-back	Cognition.Memory.Working	Y	6
30052	1	Singing vs. Perception	Neuroreport	1999	Perry D W	10716244	Normals	Auditory	Tones	None, Oral/Facial	None, Speech	Attend, Sing	Normal Mapping	Music Comprehension, Music Production	Cognition.Music	Y	13
30053	1	Short Odorant vs. No Odorant State	NeuroImage	2001	Poellinger A	11305885	Normals	None, Olfactory	None, Odor	Hand	Button Press	Attend	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	10
30053	2	Long Odorant vs. No Odorant State	NeuroImage	2001	Poellinger A	11305885	Normals	None, Olfactory	None, Odor	Hand	Button Press	Attend	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	10
30054	1	Synchronization-300 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	Auditory, None	None, Tones	Hand, None	Button Press, None	Attend, Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
30054	2	Continuation-300 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	None	None	Hand, None	Button Press, None	Attend, Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
30054	3	Listening-300 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	Auditory, None	None, Tones	None	None	Attend, Passive/Rest	Normal Mapping	Passive Listening	Perception.Audition	Y	13
30054	4	Discrimination-300 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	Auditory, None	None, Tones	Hand, None	Button Press, None	Discriminate, Passive/Rest	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	13
30054	5	Synchronization-600 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	None	None	None	None	Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
30054	6	Continuation-600 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	None	None	Hand, None	Button Press, None	Attend, Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
30054	7	Listening-600 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	Auditory, None	None, Tones	None	None	Attend, Passive/Rest	Normal Mapping	Passive Listening	Perception.Audition	Y	13
30054	8	Discrimination-600 vs. Rest	Journal of Neuroscience	1997	Rao S M	9204934	Normals	Auditory, None	None, Tones	Hand, None	Button Press, None	Discriminate, Passive/Rest	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	13
30055	1	Time-2.5 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	2	Time-5.0 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	3	Time-7.5 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	4	Time-10.0 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	5	Pitch-5.0 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	6	Pitch-7.5 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30055	7	Pitch-10.0 > Control	Nature Neuroscience	2001	Rao S M	11224550	Normals	Auditory	Tones	Hand	Button Press	Attend, Discriminate	Normal Mapping	Tone Monitor/Discrimination	Perception.Audition	Y	17
30056	1	Conceptual Reasoning minus Control	Neuroreport	1997	Rao S M	9223090	Normals	Visual	Pictures, Words	Hand	Button Press	Discriminate	Normal Mapping	Wisconsin Card Sorting Test	Cognition.Reasoning	Y	11
30057	1	Implicit Learning vs. Baseline	Human Brain Mapping	1997	Rauch S L	10096417	Normals	Visual	Shapes, Symbols	Hand	Button Press	Discriminate	Learning	Sequence Recall/Learning	Action.Motor Learning	Y	10
30058	1	Endogenous > Rest	Journal of Cognitive Neuroscience	1999	Rosen A C	10198130	Normals	Visual	Shapes	Hand, None	Button Press, None	Discriminate, Fixate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	13
30058	2	Exogenous > Rest	Journal of Cognitive Neuroscience	1999	Rosen A C	10198130	Normals	Visual	Shapes	Hand, None	Button Press, None	Discriminate, Fixate	Normal Mapping	Visual Distractor/Visual Attention	Cognition.Attention	Y	13
